feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
2.9379611679711237,-1.4683804687119613,-2.100829331814311,1.0431998135247103,1.937762086874786,-1.066522276783522,-1.7776854112272846,-0.31949566025541176,-1.3515702754940002,0.3658415904377935,-1.8611663203370787,0
-0.26343673770639026,-0.5936011674760038,-0.23999062338212934,2.3272999450233076,0.2930100393232806,-0.15902801098524708,0.8225219693936795,1.2665957720588694,0.21092026823494828,1.3506202965125753,0.053980597484796125,0
-2.7651607414938093,1.470264272423284,2.0293884823852175,0.37713799297228834,-1.1834819121040943,0.45784788609141425,1.592440932444298,2.0284670900109734,-1.3960137372342887,-0.2961328955380611,-0.8172683567621116,1
-1.7409738621513293,1.842299119918645,1.819099953416294,-0.4170346692543686,1.8322678981455596,1.4201527970653811,0.16454890960061308,0.44218881274299743,0.5585435710537059,0.03643548269398521,0.8702166852641524,1
1.8535284662225164,-0.7228290401414389,-1.2051639912945817,-0.9797031742245281,-1.6891977492919494,0.5370655243830635,-1.307638167386981,1.6760897468981542,0.04924249969910838,-0.3042038588457557,-1.9238730130493007,0
-0.009948135268498526,-1.0376144671566876,-0.6086707122321255,-2.1726279078369206,-0.45784668725478506,-0.7802152666292755,0.9592744034663047,3.7465775899161144,-0.8127048445100038,-1.8626235344917008,1.8707190951927135,0
0.6783968423496451,1.6478375377545578,0.6884269209978255,1.262152913910454,0.19544400842341833,0.47235612574819125,-2.2271356042755905,-0.9075413175901496,-0.293160076506617,0.32380464378179863,1.057771958642385,1
-1.0991443790461235,2.96498145028785,2.212707238934872,-1.2055664242913984,-0.022405003588559583,-1.1567466887582039,-1.5435918856192306,-0.4333877875719551,0.03126688813424934,-0.6041913659087044,-0.24447187864702777,1
2.4526818191914876,-1.011425959923621,-1.6271840900002872,1.2660021913843647,-2.938864049472623,-0.6736429444916328,-1.680097673155874,-2.5774373944079834,0.9682897297662125,-0.5940519023361991,1.5515471034251442,0
-2.316377306747757,0.9152146501513456,1.5131286827141033,-0.9847367365171097,-3.3418031470111313,-0.5953832664270655,1.6233036260481366,-2.356130660220667,0.5739578943390435,0.14937592105033778,-0.3077733690253836,1
-1.8466600629196885,3.2421339395242277,2.6902605908779385,-1.0571445369374286,-1.0745042589273244,0.5233141639677766,-1.0031008463556108,-1.3510759272890456,-0.30577250891439384,-0.9131790168181274,-2.00399822685617,1
2.696798579532111,0.7042240144070862,-0.7163644241112763,-1.1490655934628347,0.6612325136830943,-0.04458976615863064,-3.508009740900791,0.7366478169041866,0.1560215094113979,0.7573739471955111,0.3686912514325568,1
1.061738431062856,1.4397257955005047,0.40455648604312006,0.006921998707355409,0.6100923254504191,-0.7807909009071117,-2.443981989004907,0.9333128015807559,-1.0709401351069778,-0.2672295999284715,0.048358440661202665,0
1.1347825931530535,-1.1813872010818687,-1.174223947824907,-0.2652686796078444,-0.4136515439635257,-0.6364167661805091,-0.12502891322345322,1.0522945431938044,-1.3228817214097637,0.0768409192043781,-0.9517349437536429,0
0.4738538803670109,0.26194567522280243,-0.04424306722731902,0.935471575183052,-0.5642987080142025,0.7690847149140144,-0.7427563480203736,2.189604128345098,0.31970774210049413,-2.0332201707316053,0.445682895228982,0
-0.2642920990426924,-0.4540532982993327,-0.157210139097269,0.017140466145746148,-0.4401534380219092,1.4308593195531134,0.6958393499455517,1.210480980473585,-0.1051126618360604,0.6796945189037081,0.6208805136796925,0
0.10657138618176502,-1.4280859454773887,-0.8882182993827488,0.8519260368639752,0.8759222629450273,-0.5178538674668576,1.1925401454843936,0.3216012115547425,0.1969058322165868,0.6785435618676162,-1.5600287939226427,0
-0.812339829641828,0.3468043633113601,0.5459095586172997,0.04239613696867436,0.3102184911777196,-1.7252410468503525,0.5456533704882138,0.34310624131387674,-0.7527514941349922,0.48091567846467886,-0.6616196157508515,1
-0.13146174546955297,-0.9873266463874807,-0.5279493930172541,1.3198809978604409,2.2706831186599015,1.0699406746862794,1.0423484726593923,0.5132653790168409,0.23417386755239727,-1.97937748085132,1.2578934898673815,0
0.3197860637884233,-1.3666626960401964,-0.9414619635732758,-0.21336717899326957,1.2457450294166137,0.6307807564365305,0.9099358990334941,-1.1849270986029243,-1.0175624679848616,0.974129282470168,1.0281874640506339,0
-3.2589347721674273,2.0512734708277858,2.579870962350587,-0.6223293338893757,0.6070606921324824,1.2175518425767096,1.5856250490964863,0.14368864113130952,1.783826578318966,-0.09088526966424677,-0.0363555199565014,1
-3.303144781498206,1.1574692056437885,2.070524549353711,-0.9618448177723639,-0.8800744722427847,0.21875885116487997,2.449798976978962,0.741940074483975,-0.5251195693214715,1.141587190276293,0.35512914942708523,0
0.3226855914634129,-0.3640950725760125,-0.35053152616810257,1.0791702514926274,1.2078986765961173,-0.3787237661011161,-0.009808614552899275,1.62777619025281,1.533260500343296,1.335959870494998,1.0077879562775405,0
-0.28574753760475274,-0.883496226364715,-0.40184412469009884,-1.722045587069968,1.782989150020746,-0.5175721118003517,1.1112731890028331,-0.6826975657931798,-0.17763949021767408,-0.41654590229798155,-1.377550670968202,0
3.4249601530610163,-1.9643845855759088,-2.5982605173331046,2.163743777635151,-0.011398874077055405,-1.3449764104492512,-1.8413957446125635,-0.15030202806200488,1.6451203301397186,-1.1767999234728348,1.0056816171011487,0
-2.735332296949669,-0.36545934252859613,0.9326285561424884,1.5387346233691954,0.5929127472046006,0.20757607742875606,3.239195886254717,0.949054680366475,0.006430861488638159,0.5328994440763996,0.5414015600962047,1
0.6698241106675675,0.14741858576488553,-0.1941681128059008,0.5671441163836848,1.4289249663591503,-1.1046642704399257,-0.8461717234613828,-0.4313602182386186,1.0910385561373999,0.22154070666980605,-0.7303188778355221,0
